origin,sample,label
上海市考生报考计算机类的选考科目要求？,上海的考生对计算机科学的科目要求是什么？,1
浙江省考生报考计算机类的选考科目要求？,浙江省考生报考计算机专业的科目要求是什么？,1
山东省考生报考计算机类的选考科目要求？,山东省考生报考计算机专业的科目要求是什么？,1
海南省考生报考计算机类的选考科目要求？,海南省考生报考计算机专业的科目要求是什么？,1
北京市考生报考会计学的选考科目要求？,北京的考生报考会计学的科目要求是什么？,1
天津市考生报考会计学的选考科目要求？,天津考生报考会计学的科目要求有哪些？,1
上海市考生报考会计学的选考科目要求？,上海考生报考科目要求是什么？,0
浙江省考生报考会计学的选考科目要求？,浙江省的考生报考会计学需要哪些科目？,1
山东省考生报考会计学的选考科目要求？,山东省考生报考会计学需要考哪些科目？,1
海南省考生报考会计学的选考科目要求？,海南省考生报考会计学的科目要求有哪些？,1
北京市考生报考经济学的选考科目要求？,北京市考生报考经济学的科目要求是什么？,1
天津市考生报考经济学的选考科目要求？,天津市考生报考经济学的科目要求是什么？,1
上海市考生报考经济学的选考科目要求？,上海考生报考经济学的科目要求是什么？,1
浙江省考生报考经济学的选考科目要求？,浙江省考生的经济学科目要求是什么？,1
山东省考生报考经济学的选考科目要求？,山东省考生经济学的科目要求是什么？,1
海南省考生报考经济学的选考科目要求？,海南省经济学的科目要求是什么？,1
北京市考生报考社会学的选考科目要求？,北京的考生社会学的科目要求是什么？,1
天津市考生报考社会学的选考科目要求？,天津社会学的科目要求是什么？,0
上海市考生报考社会学的选考科目要求？,上海考生报考社会学的科目要求是什么？,1
浙江省考生报考社会学的选考科目要求？,浙江省的考生报考社会学需要哪些科目？,1
山东省考生报考社会学的选考科目要求？,山东省考生报考社会学的科目要求是什么？,1
海南省考生报考社会学的选考科目要求？,海南省考生报考社会学的科目要求有哪些？,1
北京市考生报考应用心理学的选考科目要求？,北京市考生报考应用心理学的科目要求是什么？,1
天津市考生报考应用心理学的选考科目要求？,天津市考生报考应用心理学的科目要求是什么？,1
上海市考生报考应用心理学的选考科目要求？,上海考生报考应用心理学的科目要求是什么？,1
浙江省考生报考应用心理学的选考科目要求？,浙江省考生的科目要求是什么？,0
山东省考生报考应用心理学的选考科目要求？,山东省考生的科目要求是什么？,0
海南省考生报考应用心理学的选考科目要求？,海南省考生的科目要求是什么？,0
北京市考生报考食品科学与工程的选考科目要求？,北京地区考生报考食品科学与工程专业的科目要求是什么？,1
天津市考生报考食品科学与工程的选考科目要求？,天津市食品科学与工程专业对考生的科目要求是什么？,1
上海市考生报考食品科学与工程的选考科目要求？,上海考生报考食品科学与工程专业的科目要求是什么？,1
浙江省考生报考食品科学与工程的选考科目要求？,浙江省考生的科目要求是什么？,0
山东省考生报考食品科学与工程的选考科目要求？,山东省考生的科目要求是什么？,0
海南省考生报考食品科学与工程的选考科目要求？,海南省考生报考食科的要求是什么？,1
北京市考生报考环境科学的选考科目要求？,北京市考生报考环科的要求是什么？,1
天津市考生报考环境科学的选考科目要求？,天津市考生报考环境科学的科目要求是什么？,1
上海市考生报考环境科学的选考科目要求？,上海考生报考环境科学的科目要求是什么？,1
浙江省考生报考环境科学的选考科目要求？,浙江省的考生报考《环境科学》需要哪些科目？,1
山东省考生报考环境科学的选考科目要求？,山东省考生报考《环境科学》的科目要求是什么？,1
海南省考生报考环境科学的选考科目要求？,海南省考生报考《环境科学》需要哪些科目？,1
北京市考生报考统计学的选考科目要求？,北京的考生报考统计学的科目要求是什么？,1
天津市考生报考统计学的选考科目要求？,天津市考生报考统计学的科目要求是什么？,1
上海市考生报考统计学的选考科目要求？,上海市考生报考统计学的科目要求是什么？,1
浙江省考生报考统计学的选考科目要求？,浙江省的考生报考统计学的科目要求是什么？,1
山东省考生报考统计学的选考科目要求？,山东省考生报考统计学的科目要求是什么？,1
海南省考生报考统计学的选考科目要求？,海南省考生报考统计学的科目要求是什么？,1
北京市考生报考金融数学的选考科目要求？,北京考生报考金融数学的科目要求是什么？,1
天津市考生报考金融数学的选考科目要求？,天津市考生报考金融数学的科目要求是什么？,1
上海市考生报考金融数学的选考科目要求？,上海考生报考金融数学的科目要求是什么？,1
浙江省考生报考金融数学的选考科目要求？,浙江省考生的科目要求是什么？,0
山东省考生报考金融数学的选考科目要求？,山东省考生报考金融数学的科目要求是什么？,1
海南省考生报考金融数学的选考科目要求？,海南省考生的科目要求是什么？,0
北京市考生报考数学与应用数学的选考科目要求？,北京考生的数学与应用数学的科目要求是什么？,1
天津市考生报考数学与应用数学的选考科目要求？,天津市考生报考数学与应用数学的科目要求是什么？,1
上海市考生报考数学与应用数学的选考科目要求？,上海考生报考数学与应用数学的科目要求是什么？,1
浙江省考生报考数学与应用数学的选考科目要求？,浙江省考生报考数学与应用数学的科目要求是什么？,1
山东省考生报考数学与应用数学的选考科目要求？,山东省考生报考数学与应用数学的科目要求是什么？,1
海南省考生报考数学与应用数学的选考科目要求？,海南省考生报考数学与应用数学的科目要求是什么？,1
北京市考生报考音乐表演的选考科目要求？,北京考生报考音乐表演专业的科目要求是什么？,1
天津市考生报考音乐表演的选考科目要求？,天津市考生报考音乐表演专业的科目要求是什么？,1
上海市考生报考音乐表演的选考科目要求？,上海考生的音乐表演科目要求是什么？,1
浙江省考生报考音乐表演的选考科目要求？,浙江省考生报考音乐表演专业的科目要求是什么？,1
山东省考生报考音乐表演的选考科目要求？,山东省考生报考音乐表演专业的科目要求是什么？,1
海南省考生报考音乐表演的选考科目要求？,海南省考生的音乐表演科目要求是什么？,1
北京市考生报考人工智能的选考科目要求？,北京考生报考人工智能的科目要求是什么？,1
天津市考生报考人工智能的选考科目要求？,天津市考生报考人工智能的科目要求是什么？,1
上海市考生报考人工智能的选考科目要求？,上海考生的科目要求是什么？,0
浙江省考生报考人工智能的选考科目要求？,浙江省考生的科目要求是什么？,0
山东省考生报考人工智能的选考科目要求？,山东省考生的科目要求是什么？,0
海南省考生报考人工智能的选考科目要求？,海南省考生的科目要求是什么？,0
河北省考生报考工商管理类的选考科目要求？,河北省考生的科目要求是什么？,0
辽宁省考生报考工商管理类的选考科目要求？,辽宁省对考生的科目要求是什么？,0
江苏省考生报考工商管理类的选考科目要求？,江苏省对考生的科目要求是什么？,0
福建省考生报考工商管理类的选考科目要求？,福建省对考生的科目要求是什么？,0
湖北省考生报考工商管理类的选考科目要求？,湖北省对考生的科目要求是什么？,0
湖南省考生报考工商管理类的选考科目要求？,湖南省考生的科目要求是什么？,0
广东省考生报考工商管理类的选考科目要求？,广东省对考生的科目要求是什么？,0
重庆省考生报考工商管理类的选考科目要求？,重庆省考生的科目要求是什么？,0
河北省考生报考新闻传播类的选考科目要求？,河北省考生报考新闻与传播专业的科目要求是什么？,1
辽宁省考生报考新闻传播类的选考科目要求？,辽宁省考生报考新闻传播学的科目要求是什么？,1
江苏省考生报考新闻传播类的选考科目要求？,江苏省考生的科目要求是什么？,0
福建省考生报考新闻传播类的选考科目要求？,福建省考生的科目要求是什么？,0
湖北省考生报考新闻传播类的选考科目要求？,湖北省考生的科目要求是什么？,0
湖南省考生报考新闻传播类的选考科目要求？,湖南省对考生的科目要求是什么？,0
广东省考生报考新闻传播类的选考科目要求？,广东省对考生的科目要求是什么？,0
重庆省考生报考新闻传播类的选考科目要求？,重庆省对考生的科目要求是什么？,0
河北省考生报考外国语言文学的选考科目要求？,河北省考生报考外国语言文学专业的科目要求是什么？,1
辽宁省考生报考外国语言文学的选考科目要求？,辽宁省考生的科目要求是什么？,0
江苏省考生报考外国语言文学的选考科目要求？,江苏省考生的科目要求是什么？,0
福建省考生报考外国语言文学的选考科目要求？,福建省对考生的科目要求是什么？,0
湖北省考生报考外国语言文学的选考科目要求？,湖北省对考生的科目要求是什么？,0
湖南省考生报考外国语言文学的选考科目要求？,湖南省对考生的科目要求是什么？,0
广东省考生报考外国语言文学的选考科目要求？,广东省对考生的科目要求是什么？,0
重庆省考生报考外国语言文学的选考科目要求？,重庆省对考生的科目要求是什么？,0
河北省考生报考计算机类的选考科目要求？,河北省对计算机专业的科目要求是什么？,1
辽宁省考生报考计算机类的选考科目要求？,辽宁省考生报考计算机专业的科目要求是什么？,1
江苏省考生报考计算机类的选考科目要求？,江苏省考生报考计算机专业的科目要求是什么？,1
福建省考生报考计算机类的选考科目要求？,福建省考生报考计算机专业的科目要求是什么？,1
湖北省考生报考计算机类的选考科目要求？,湖北省报考计算机专业的考生有哪些科目要求？,1
湖南省考生报考计算机类的选考科目要求？,湖南省计算机专业的科目要求是什么？,1
广东省考生报考计算机类的选考科目要求？,广东省的考生报考计算机专业的科目要求是什么？,1
重庆省考生报考计算机类的选考科目要求？,重庆省考生报考计算机专业的科目要求是什么？,1
河北省考生报考会计学的选考科目要求？,河北省对考生的科目要求是什么？,0
辽宁省考生报考会计学的选考科目要求？,辽宁省考生的科目要求是什么？,0
江苏省考生报考会计学的选考科目要求？,江苏省考生报考会计学的科目要求是什么？,1
福建省考生报考会计学的选考科目要求？,福建省考生的报考科目要求是什么？,0
湖北省考生报考会计学的选考科目要求？,湖北省考生的报考科目要求是什么？,0
湖南省考生报考会计学的选考科目要求？,湖南省考生的科目要求是什么？,0
广东省考生报考会计学的选考科目要求？,广东省考生的科目要求是什么？,0
重庆省考生报考会计学的选考科目要求？,重庆省考生报考会计学的科目要求是什么？,1
河北省考生报考经济学的选考科目要求？,河北省考生报考经济学的科目要求是什么？,1
辽宁省考生报考经济学的选考科目要求？,辽宁省对经济学的科目要求是什么？,1
江苏省考生报考经济学的选考科目要求？,江苏省对经济学的科目要求是什么？,1
福建省考生报考经济学的选考科目要求？,福建省对经济学的科目要求是什么？,1
湖北省考生报考经济学的选考科目要求？,湖北省对经济学的学科要求是什么？,1
湖南省考生报考经济学的选考科目要求？,湖南省经济学专业的学科要求是什么？,1
广东省考生报考经济学的选考科目要求？,广东省经济学的报考条件是什么？,1
重庆省考生报考经济学的选考科目要求？,重庆省经济学的科目要求是什么？,1
河北省考生报考社会学的选考科目要求？,河北省考生的社会学专业科目要求是什么？,1
辽宁省考生报考社会学的选考科目要求？,辽宁省社会学的报考条件是什么？,1
江苏省考生报考社会学的选考科目要求？,江苏省社会学的科目要求是什么？,1
福建省考生报考社会学的选考科目要求？,福建省考生的科目要求是什么？,1
湖北省考生报考社会学的选考科目要求？,湖北省的考生报考社会学需要哪些科目？,1
湖南省考生报考社会学的选考科目要求？,湖南省考生报考社会学的科目要求有哪些？,1
广东省考生报考社会学的选考科目要求？,广东省考生的科目要求是什么？,0
重庆省考生报考社会学的选考科目要求？,重庆省考生报考科目要求是什么？,0
河北省考生报考应用心理学的选考科目要求？,河北省报考应用心理学的科目要求是什么？,1
辽宁省考生报考应用心理学的选考科目要求？,辽宁省应用心理学的科目要求是什么？,1
江苏省考生报考应用心理学的选考科目要求？,江苏省考生报考应用心理学的科目要求是什么？,1
福建省考生报考应用心理学的选考科目要求？,福建省对考生的科目要求是什么？,0
湖北省考生报考应用心理学的选考科目要求？,湖北省考生的科目要求是什么？,0
湖南省考生报考应用心理学的选考科目要求？,湖南省考生的科目要求是什么？,0
广东省考生报考应用心理学的选考科目要求？,广东省对考生的科目要求是什么？,0
重庆省考生报考应用心理学的选考科目要求？,重庆省对考生的科目要求是什么？,0
河北省考生报考食品科学与工程的选考科目要求？,河北省考生报考食品科学与工程专业有哪些科目要求？,1
辽宁省考生报考食品科学与工程的选考科目要求？,辽宁省考生报考科目要求是什么？,0
江苏省考生报考食品科学与工程的选考科目要求？,江苏省考生报考食品科学与工程专业有哪些科目要求？,1
福建省考生报考食品科学与工程的选考科目要求？,福建省考生报考食品科学与工程的科目要求有哪些？,1
湖北省考生报考食品科学与工程的选考科目要求？,湖北省考生的报考科目要求是什么？,0
湖南省考生报考食品科学与工程的选考科目要求？,湖南省考生的科目要求是什么？,0
广东省考生报考食品科学与工程的选考科目要求？,广东省对考生的科目要求是什么？,0
重庆省考生报考食品科学与工程的选考科目要求？,重庆省考生的科目要求是什么？,0
河北省考生报考环境科学的选考科目要求？,河北省考生报考环境科学专业的科目要求是什么？,1
辽宁省考生报考环境科学的选考科目要求？,辽宁省考生报考科目要求是什么？,0
江苏省考生报考环境科学的选考科目要求？,江苏省考生报考环境科学的科目要求有哪些？,1
福建省考生报考环境科学的选考科目要求？,福建省考生报考环境科学专业的科目要求是什么？,1
湖北省考生报考环境科学的选考科目要求？,湖北省的考生报考《环境科学》需要哪些科目？,1
湖南省考生报考环境科学的选考科目要求？,湖南省考生报考环境科学需要哪些科目？,1
广东省考生报考环境科学的选考科目要求？,广东省的考生报考环境科学需要哪些科目？,1
重庆省考生报考环境科学的选考科目要求？,重庆省考生报考《环境科学》的科目要求是什么？,1
河北省考生报考统计学的选考科目要求？,河北省考生报考统计学的科目要求是什么？,1
辽宁省考生报考统计学的选考科目要求？,辽宁省考生的统计学科目要求是什么？,1
江苏省考生报考统计学的选考科目要求？,江苏省考生报考统计学的科目要求是什么？,1
福建省考生报考统计学的选考科目要求？,福建省考生报考统计学的科目要求是什么？,1
湖北省考生报考统计学的选考科目要求？,湖北省考生的科目要求是什么？,0
湖南省考生报考统计学的选考科目要求？,湖南省考生的科目要求是什么？,0
广东省考生报考统计学的选考科目要求？,广东省考生的科目要求是什么？,0
重庆省考生报考统计学的选考科目要求？,重庆省考生报考统计学的科目要求是什么？,1
河北省考生报考金融数学的选考科目要求？,河北省考生报考金融数学的科目要求是什么？,1
辽宁省考生报考金融数学的选考科目要求？,辽宁省考生报考金融数学的科目要求是什么？,1
江苏省考生报考金融数学的选考科目要求？,江苏省考生报考金融数学的科目要求是什么？,1
福建省考生报考金融数学的选考科目要求？,福建省考生报考金融数学的科目要求是什么？,1
湖北省考生报考金融数学的选考科目要求？,湖北省考生的科目要求是什么？,0
湖南省考生报考金融数学的选考科目要求？,湖南省考生的科目要求是什么？,0
广东省考生报考金融数学的选考科目要求？,广东省考生的科目要求是什么？,0
重庆省考生报考金融数学的选考科目要求？,重庆省考生报考金融数学的科目要求是什么？,1
河北省考生报考数学与应用数学的选考科目要求？,河北省考生报考数学与应用数学的科目要求是什么？,1
辽宁省考生报考数学与应用数学的选考科目要求？,辽宁省考生报考数学与应用数学的科目要求是什么？,1
江苏省考生报考数学与应用数学的选考科目要求？,江苏省考生报考数学与应用数学的科目要求是什么？,1
福建省考生报考数学与应用数学的选考科目要求？,福建省考生报考数学与应用数学的科目要求是什么？,1
湖北省考生报考数学与应用数学的选考科目要求？,湖北省考生的科目要求是什么？,0
湖南省考生报考数学与应用数学的选考科目要求？,湖南省考生的科目要求是什么？,0
广东省考生报考数学与应用数学的选考科目要求？,广东省考生报考数学与应用数学的科目要求是什么？,1
重庆省考生报考数学与应用数学的选考科目要求？,重庆省考生报考数学与应用数学专业的科目要求是什么？,1
河北省考生报考音乐表演的选考科目要求？,河北省考生报考音乐表演专业的科目要求是什么？,1
辽宁省考生报考音乐表演的选考科目要求？,辽宁省考生报考音乐表演的科目要求是什么？,1
江苏省考生报考音乐表演的选考科目要求？,江苏省考生报考音乐表演的科目要求是什么？,1
福建省考生报考音乐表演的选考科目要求？,福建省考生报考音乐表演的科目要求是什么？,1
湖北省考生报考音乐表演的选考科目要求？,湖北省考生的音乐表演科目要求是什么？,1
湖南省考生报考音乐表演的选考科目要求？,湖南省考生音乐表演的科目要求是什么？,1
广东省考生报考音乐表演的选考科目要求？,广东省考生报考音乐表演专业的科目要求是什么？,1
重庆省考生报考音乐表演的选考科目要求？,重庆省考生报考音乐表演的科目要求是什么？,1
河北省考生报考人工智能的选考科目要求？,河北省考生报考人工智能的科目要求是什么？,1
辽宁省考生报考人工智能的选考科目要求？,辽宁省考生的科目要求是什么？,0
江苏省考生报考人工智能的选考科目要求？,江苏省考生的科目要求是什么？,0
福建省考生报考人工智能的选考科目要求？,福建省对考生的科目要求是什么？,0
湖北省考生报考人工智能的选考科目要求？,湖北省对考生的科目要求是什么？,0
湖南省考生报考人工智能的选考科目要求？,湖南省对考生的科目要求是什么？,0
广东省考生报考人工智能的选考科目要求？,广东省对考生的科目要求是什么？,0
重庆省考生报考人工智能的选考科目要求？,重庆省对考生的科目要求是什么？,0
就读UIC的相关费用有哪些？,在UIC学习的相关费用是多少？,0
就读UIC的学费是多少？,UIC的学费是多少？,1
UIC的住宿费是多少？,UIC的住宿费用是多少？,1
UIC设有哪些入学奖学金？,入读UIC可以获得哪些奖学金？,1
UIC设有哪些奖助学金？,UIC有哪些奖学金？,0
提供哪些小语种可以学习？,提供哪些辅修语言？,1
辅修专业有单独证书吗？,辅修专业是否有单独的证书？,1
2022年“3+3”新高考改革省市有？,"2022年 ""3+3 ""新高考改革省份有哪些？",1
2022年“3+1+2”新高考改革省市有？,"2022年 ""3+1+2 ""新高考改革的省市有哪些？",1
UIC的办学性质是什么？,UIC的性质是什么？,1
学校现在有多少在校生？,该校现在有多少学生？,1
北师港浸大的全称是什么？,北师大浸会大学的全称是什么？,1
简单介绍一下UIC,简要介绍一下UIC,1
UIC是什么？,什么是UIC？,1
UIC办学定位是什么？,UIC的办学定位是什么？,1
UIC的专业有什么？,UIC的专业是什么？,1
UIC的教学质量怎么保证？,如何保证UIC的教学质量？,1
可否转专业？,可以转专业吗？,1
怎么转专业?,如何转专业？,1
依据大类专业入读的学生，将如何分流？,如何按专业类别划分学生？,1
UIC统招本科生颁发何种毕业证书？,UIC统招的本科生将颁发什么样的毕业证书？,1
UIC颁发的香港浸会大学的学士学位证为什么有“荣誉”二字？,"UIC颁发的香港浸会大学学士学位证书中为什么会有 ""荣誉 ""二字？",1
UIC的教育模式是怎样的？,UIC的教育模式是什么？,1
博雅教育是什么？,什么是通识教育？,0
UIC的副修课程有什么？,UIC的辅修课程有哪些？,1
工商管理学部的副修课程有什么？,工商管理系的辅修课程有哪些？,1
人文与社会科学学部的副修课程有什么？,人文与社会科学系的辅修课程有哪些？,1
理工科技学部的副修课程有什么？,科学与技术系的辅修课程有哪些？,1
文化与创意学部的副修课程有什么？,文化与创意系的辅修课程有哪些？,1
国际化教育是什么？,什么是国际教育？,1
简要介绍一下英文教学,简要介绍英语教学,1
简要介绍一下国际化课程,简要介绍国际课程,1
全人教育是什么？,什么是全人教育？,1
四维教育是什么？,什么是四维教育？,1
学校毕业生的深造就业情况如何？,学校毕业生的升学和就业情况如何？,1
苑舍的情况怎么样?,元社的情况如何？,0
学校有什么课余活动?,学校有哪些课外活动？,1
学校对大一新生提供哪些辅导及个人成长帮助?,学校为新生提供哪些心理辅导和个人成长帮助？,1
什么是导师关顾计划？,什么是导师计划？,1
可以进行哪些出国学习？,我可以在国外学习什么？,1
本科招生热线是什么？,本科生招生热线是什么？,1
传真号码是什么？,传真号码是多少？,1
招生咨询邮箱是什么？,招生咨询的电子邮件地址是什么？,1
UIC的邮政编码是什么？,UIC的邮政编码是多少？,1
学校招生办的通讯地址是什么？,学校招生办公室的邮寄地址是什么？,1
学校官网网址是什么？,学校官方网站的网址是什么？,1
港澳台侨联招、台湾学测考生招生咨询渠道是什么？,港澳台侨联和台湾学历考试考生的招生咨询渠道是什么？,1
国际学生本科招生在哪里咨询？,本科生招收留学生的咨询渠道在哪里？,1
授课型研究生专业咨询方式？,教学类研究生专业咨询？,1
研究型硕士、博士研究生项目咨询方式？,研究型硕士和博士生的项目咨询方式是什么？,1
UIC招生信息网是什么,什么是UIC招生信息网,1
UIC的座右铭是什么？,UIC的校训是什么？,1
UIC的数据科学课程如何？,UIC的数据科学课程怎么样？,1
如果我在UIC遇到学习问题怎么办？,在UIC遇到学习问题怎么办？,1
UIC的师资力量如何？,UIC的院系是什么？,0
UIC的学术研究情况如何？,UIC的学术研究状况如何？,1
UIC的招生方式是？,UIC的招生方式是什么？,1
UIC的副修课程是什么？,UIC的辅修课程有哪些？,1
UIC全人教育为学生提供了什么体验？,UIC的整体教育为学生提供了哪些体验？,1
UIC文科教育的目的？,UIC通识教育的目的是什么？,1
 UIC在哪些些省(市、区)招生？,UIC在哪些省（市、区）进行招生？,1
在全国（除广东省外）的考生，UIC的入学要求为？,UIC对全国各地（除广东省外）的考生有什么录取要求？,1
在全国（除广东省外）的考生，UIC的入学英语水平要求为？,对于全国（除广东省外）的考生，UIC的入学英语水平要求是？,1
"广东省综合评价录取模式（631）是什么？
",631是什么？,1
广东省普通类考生的入学要求？,广东省对普通考生的录取要求是什么？,1
广东省综合评价录取模式报考UIC的报名资格？,广东省综合评价录取模式对UIC的报名资格有哪些要求？,1
广东省综合评价录取模式报考UIC的录取条件？,广东综合评价招生模式报考UIC的录取条件是什么？,1
广东省综合评价录取模式报考UIC的综合成绩构成及计算方法,广东综合评价招生模式中UIC综合成绩的构成及计算方法,1
应届生学业水平合格性考试成绩计算例子？,如何计算应届生的学历考试成绩？,1
高考改革前的往届生学业水平合格性考试成绩如何计算？,高考改革前往届生的学业水平测试成绩如何计算？,1
在广东省报考UIC艺术类专业（音乐表演专业）的入学要求？,UIC艺术类专业（音乐表演专业）在广东省的录取要求是什么？,1
在福建省报考UIC艺术类专业（音乐表演专业）的入学要求？,UIC艺术类专业（音乐表演专业）在福建省的录取要求是什么？,1
在湖南省报考UIC艺术类专业（音乐表演专业）的入学要求？,湖南省对UIC艺术类专业（音乐表演专业）的录取要求是什么？,1
在安徽省报考UIC艺术类专业（音乐表演专业）的入学要求？,安徽省对UIC艺术类专业（音乐表演专业）的录取要求是什么？,1
在上海市报考UIC艺术类专业（音乐表演专业）的入学要求？,UIC艺术专业（音乐表演专业）在上海的录取要求是什么？,1
在浙江省报考UIC艺术类专业（音乐表演专业）的入学要求？,UIC艺术专业（音乐表演专业）在浙江省的招生要求是什么？,1
在山东省报考UIC艺术类专业（音乐表演专业）的入学要求？,UIC艺术类专业（音乐表演专业）在山东省的录取要求是什么？,1
贵州省考生报考工商管理类的选考科目要求？,贵州省考生报考工商管理类选考科目的要求是什么？,1
黑龙江省考生报考工商管理类的选考科目要求？,黑龙江省考生报考工商管理类选考科目的要求是什么？,1
四川省考生报考工商管理类的选考科目要求？,四川省考生报考工商管理类选考科目有什么要求？,1
新疆考生报考工商管理类的选考科目要求？,新疆地区考生报考工商管理类选考科目有哪些要求？,1
河南省考生报考工商管理类的选考科目要求？,河南省考生报考工商管理类选考科目有什么要求？,1
云南省考生报考工商管理类的选考科目要求？,云南省考生报考工商管理类选考科目的要求是什么？,1
广西省考生报考工商管理类的选考科目要求？,广西省考生报考工商管理类选考科目有哪些要求？,1
安徽省考生报考工商管理类的选考科目要求？,安徽省考生报考工商管理类选考科目有哪些要求？,1
内蒙古考生报考工商管理类的选考科目要求？,内蒙古地区考生报考工商管理类选考科目有哪些要求？,1
江西省考生报考工商管理类的选考科目要求？,江西省考生报考工商管理类选考科目有什么要求？,1
山西省古考生报考工商管理类的选考科目要求？,山西省古代考生报考工商管理选考科目有哪些要求？,1
吉林省考生报考工商管理类的选考科目要求？,吉林省考生对工商管理类选考科目有哪些要求？,1
甘肃省考生报考工商管理类的选考科目要求？,甘肃省考生报考工商管理类选考科目有哪些要求？,1
陕西省考生报考工商管理类的选考科目要求？,陕西省考生报考工商管理类选考科目有哪些要求？,1
贵州省考生报考新闻传播类的选考科目要求？,贵州省考生报考新闻传播学专业选考科目有哪些要求？,1
黑龙江省考生报考新闻传播类的选考科目要求？,黑龙江省考生报考新闻传播学专业选考科目有什么要求？,1
四川省考生报考新闻传播类的选考科目要求？,四川省考生报考新闻传播学专业选考科目有哪些要求？,1
新疆考生报考新闻传播类的选考科目要求？,新疆考生报考新闻传播学选考科目的要求是什么？,1
河南省考生报考新闻传播类的选考科目要求？,河南省考生报考新闻传播学专业选考科目有哪些要求？,1
云南省考生报考新闻传播类的选考科目要求？,云南省考生报考新闻传播学专业选考科目有哪些要求？,1
广西省考生报考新闻传播类的选考科目要求？,广西省考生报考新闻传播学专业选考科目的要求是什么？,1
安徽省考生报考新闻传播类的选考科目要求？,安徽省考生报考新闻传播学专业选考科目有哪些要求？,1
内蒙古考生报考新闻传播类的选考科目要求？,内蒙古考生报考新闻传播学专业选考科目有什么要求？,1
江西省考生报考新闻传播类的选考科目要求？,江西省考生报考新闻传播学选考科目有什么要求？,1
山西省考生报考新闻传播类的选考科目要求？,山西省考生报考新闻传播学的选考科目要求吗？,1
吉林省考生报考新闻传播类的选考科目要求？,吉林省考生报考新闻传播学的选考科目要求吗？,1
甘肃省考生报考新闻传播类的选考科目要求？,甘肃省考生报考新闻传播学专业选考科目要求是什么？,1
陕西省考生报考新闻传播类的选考科目要求？,陕西省考生报考新闻传播学选考科目有什么要求？,1
