origin,sample,label
海南省考生报考数学与应用数学的选考科目要求？,海南省考生报考数学与应用数学选考科目的要求是什么？,1
北京市考生报考音乐表演的选考科目要求？,北京考生报考音乐表演专业对选考科目有什么要求？,1
天津市考生报考音乐表演的选考科目要求？,天津市考生报考音乐表演的选考科目有哪些要求？,1
上海市考生报考音乐表演的选考科目要求？,上海考生报考音乐表演的选考科目有哪些要求？,1
浙江省考生报考音乐表演的选考科目要求？,浙江省考生报考音乐表演的选考科目有哪些要求？,1
山东省考生报考音乐表演的选考科目要求？,山东考生报考音乐表演的选考科目有哪些要求？,1
海南省考生报考音乐表演的选考科目要求？,海南省考生报考音乐表演的选考科目有哪些要求？,1
北京市考生报考人工智能的选考科目要求？,北京市考生报考人工智能选考科目有哪些要求？,1
天津市考生报考人工智能的选考科目要求？,天津市考生报考人工智能选考科目的要求是什么？,1
上海市考生报考人工智能的选考科目要求？,上海考生报考人工智能选考科目的要求是什么？,1
浙江省考生报考人工智能的选考科目要求？,浙江省考生报考人工智能选考科目的要求是什么？,1
山东省考生报考人工智能的选考科目要求？,山东省考生报考人工智能选考科目有哪些要求？,1
海南省考生报考人工智能的选考科目要求？,海南省考生报考人工智能选考科目有哪些要求？,1
河北省考生报考工商管理类的选考科目要求？,河北省考生报考工商管理类选考科目的要求是什么？,1
辽宁省考生报考工商管理类的选考科目要求？,辽宁省考生报考工商管理类选考科目有哪些要求？,1
江苏省考生报考工商管理类的选考科目要求？,江苏省考生报考工商管理类选考科目有哪些要求？,1
福建省考生报考工商管理类的选考科目要求？,福建省考生报考工商管理类选考科目有哪些要求？,1
湖北省考生报考工商管理类的选考科目要求？,湖北省考生报考工商管理类选考科目有哪些要求？,1
湖南省考生报考工商管理类的选考科目要求？,湖南省考生报考工商管理类选考科目的要求是什么？,1
广东省考生报考工商管理类的选考科目要求？,广东省考生报考工商管理类选考科目的要求是什么？,1
重庆省考生报考工商管理类的选考科目要求？,重庆市考生报考工商管理类选考科目的要求是什么？,1
河北省考生报考新闻传播类的选考科目要求？,河北省考生报考新闻传播学专业选考科目有哪些要求？,1
辽宁省考生报考新闻传播类的选考科目要求？,辽宁省考生报考新闻传播学选考科目有什么要求？,1
江苏省考生报考新闻传播类的选考科目要求？,江苏省考生报考新闻传播学选考科目有哪些要求？,1
福建省考生报考新闻传播类的选考科目要求？,福建省考生报考新闻传播学选考科目有哪些要求？,1
湖北省考生报考新闻传播类的选考科目要求？,湖北省考生报考新闻传播学选考科目有哪些要求？,1
湖南省考生报考新闻传播类的选考科目要求？,湖南省考生报考新闻传播学专业选考科目的要求是什么？,1
广东省考生报考新闻传播类的选考科目要求？,广东省考生报考新闻传播学选考科目有什么要求？,1
重庆省考生报考新闻传播类的选考科目要求？,重庆市考生报考新闻传播学选考科目有哪些要求？,1
河北省考生报考外国语言文学的选考科目要求？,河北省考生报考外国语言文学专业选考科目有哪些要求？,1
辽宁省考生报考外国语言文学的选考科目要求？,辽宁省考生对外国语言文学选考科目的要求是什么？,1
江苏省考生报考外国语言文学的选考科目要求？,江苏省考生报考外国语言文学选考科目的要求是什么？,1
福建省考生报考外国语言文学的选考科目要求？,福建省考生报考外国语言文学选考科目的要求是什么？,1
湖北省考生报考外国语言文学的选考科目要求？,湖北省考生报考外国语言文学选考科目的要求是什么？,1
湖南省考生报考外国语言文学的选考科目要求？,湖南省考生报考外国语言文学选考科目的要求是什么？,1
广东省考生报考外国语言文学的选考科目要求？,广东省考生报考外国语言文学选考科目的要求是什么？,1
重庆省考生报考外国语言文学的选考科目要求？,重庆市考生报考外国语言文学选考科目的要求是什么？,1
河北省考生报考计算机类的选考科目要求？,河北省考生报考计算机专业的要求是什么？,1
辽宁省考生报考计算机类的选考科目要求？,辽宁省考生报考计算机专业有哪些要求？,1
江苏省考生报考计算机类的选考科目要求？,江苏省考生报考计算机专业有哪些要求？,1
福建省考生报考计算机类的选考科目要求？,福建省考生报考计算机专业有什么要求？,1
湖北省考生报考计算机类的选考科目要求？,湖北省考生报考计算机专业有哪些要求？,1
湖南省考生报考计算机类的选考科目要求？,湖南省考生报考计算机专业有什么要求？,1
广东省考生报考计算机类的选考科目要求？,广东省考生报考计算机专业有什么要求？,1
重庆省考生报考计算机类的选考科目要求？,重庆省考生报考计算机专业有什么要求？,1
河北省考生报考会计学的选考科目要求？,河北省考生报考会计学专业对选考科目有什么要求？,1
辽宁省考生报考会计学的选考科目要求？,辽宁省考生报考会计学选考科目有哪些要求？,1
江苏省考生报考会计学的选考科目要求？,江苏省考生报考会计学选考科目有哪些要求？,1
福建省考生报考会计学的选考科目要求？,福建省考生报考会计学选考科目有哪些要求？,1
湖北省考生报考会计学的选考科目要求？,湖北省考生报考会计学选考科目的要求是什么？,1
湖南省考生报考会计学的选考科目要求？,湖南省考生报考会计学选考科目的要求是什么？,1
广东省考生报考会计学的选考科目要求？,广东省考生报考会计学选考科目的要求是什么？,1
重庆省考生报考会计学的选考科目要求？,重庆市考生报考会计学选考科目有哪些要求？,1
河北省考生报考经济学的选考科目要求？,河北省考生报考经济类选考科目的要求是什么？,1
辽宁省考生报考经济学的选考科目要求？,辽宁省考生报考经济类选考科目的要求是什么？,1
江苏省考生报考经济学的选考科目要求？,江苏省考生报考经济类选考科目的要求是什么？,1
福建省考生报考经济学的选考科目要求？,福建省考生报考经济学选考科目的要求是什么？,1
湖北省考生报考经济学的选考科目要求？,湖北省考生报考经济类选考科目的要求是什么？,1
湖南省考生报考经济学的选考科目要求？,湖南省考生报考经济学选考科目的要求是什么？,1
广东省考生报考经济学的选考科目要求？,广东省考生报考经济学选考科目的要求是什么？,1
重庆省考生报考经济学的选考科目要求？,重庆市考生报考经济学选考科目的要求是什么？,1
河北省考生报考社会学的选考科目要求？,河北省考生报考社会学选考科目的要求是什么？,1
辽宁省考生报考社会学的选考科目要求？,辽宁省考生报考社会学选考科目的要求是什么？,1
江苏省考生报考社会学的选考科目要求？,江苏省考生报考社会学选考科目的要求是什么？,1
福建省考生报考社会学的选考科目要求？,福建省考生报考社会学选考科目的要求是什么？,1
湖北省考生报考社会学的选考科目要求？,湖北省考生报考社会学选考科目的要求是什么？,1
湖南省考生报考社会学的选考科目要求？,湖南省考生报考社会学选考科目的要求是什么？,1
广东省考生报考社会学的选考科目要求？,广东省考生报考社会学选考科目的要求是什么？,1
重庆省考生报考社会学的选考科目要求？,重庆市考生报考社会学选考科目的要求是什么？,1
河北省考生报考应用心理学的选考科目要求？,河北省考生报考应用心理学选考科目的要求是什么？,1
辽宁省考生报考应用心理学的选考科目要求？,辽宁省考生报考应用心理学选考科目的要求是什么？,1
江苏省考生报考应用心理学的选考科目要求？,江苏省考生报考应用心理学选考科目的要求是什么？,1
福建省考生报考应用心理学的选考科目要求？,福建省考生报考应用心理学选考科目的要求是什么？,1
湖北省考生报考应用心理学的选考科目要求？,湖北省考生报考应用心理学选考科目的要求是什么？,1
湖南省考生报考应用心理学的选考科目要求？,湖南省考生报考应用心理学选考科目的要求是什么？,1
广东省考生报考应用心理学的选考科目要求？,广东省考生报考应用心理学选考科目的要求是什么？,1
重庆省考生报考应用心理学的选考科目要求？,重庆市考生报考应用心理学选考科目的要求是什么？,1
河北省考生报考食品科学与工程的选考科目要求？,河北省考生报考食品科学与工程专业选考科目的要求是什么？,1
辽宁省考生报考食品科学与工程的选考科目要求？,辽宁省考生对食品科学与工程选考科目有什么要求？,1
江苏省考生报考食品科学与工程的选考科目要求？,江苏省考生报考食品科学与工程专业选考科目的要求是什么？,1
福建省考生报考食品科学与工程的选考科目要求？,福建省考生报考食品科学与工程专业选考科目有哪些要求？,1
湖北省考生报考食品科学与工程的选考科目要求？,湖北省考生报考食品科学与工程专业选考科目的要求是什么？,1
湖南省考生报考食品科学与工程的选考科目要求？,湖南省考生报考食品科学与工程专业选考科目的要求是什么？,1
广东省考生报考食品科学与工程的选考科目要求？,广东省考生报考食品科学与工程专业选考科目有哪些要求？,1
重庆省考生报考食品科学与工程的选考科目要求？,重庆市考生报考食品科学与工程专业选考科目有哪些要求？,1
河北省考生报考环境科学的选考科目要求？,河北省考生报考环境科学选考科目的要求是什么？,1
辽宁省考生报考环境科学的选考科目要求？,辽宁省考生报考环境科学专业选考科目有哪些要求？,1
江苏省考生报考环境科学的选考科目要求？,江苏省考生报考《环境科学》选考科目的要求是什么？,1
福建省考生报考环境科学的选考科目要求？,福建省考生报考《环境科学》选考科目的要求是什么？,1
湖北省考生报考环境科学的选考科目要求？,湖北省考生报考《环境科学》选考科目的要求是什么？,1
湖南省考生报考环境科学的选考科目要求？,湖南省考生报考《环境科学》选考科目的要求是什么？,1
广东省考生报考环境科学的选考科目要求？,广东省考生报考《环境科学》选考科目的要求是什么？,1
重庆省考生报考环境科学的选考科目要求？,重庆市考生报考《环境科学》选考科目的要求是什么？,1
河北省考生报考统计学的选考科目要求？,河北省考生对统计学选考科目的要求是什么？,1
辽宁省考生报考统计学的选考科目要求？,辽宁省考生对统计学选考科目的要求是什么？,1
江苏省考生报考统计学的选考科目要求？,江苏省考生对统计学选考科目有哪些要求？,1
福建省考生报考统计学的选考科目要求？,福建省考生报考统计学选考科目的要求是什么？,1
湖北省考生报考统计学的选考科目要求？,湖北省考生报考统计学选修科目的要求是什么？,1
湖南省考生报考统计学的选考科目要求？,湖南省考生报考统计学选考科目的要求是什么？,1
广东省考生报考统计学的选考科目要求？,广东省考生报考统计学选考科目的要求是什么？,1
重庆省考生报考统计学的选考科目要求？,重庆市考生报考统计学选考科目的要求是什么？,1
河北省考生报考金融数学的选考科目要求？,河北省考生报考金融数学选考科目的要求是什么？,1
辽宁省考生报考金融数学的选考科目要求？,辽宁省考生报考金融数学选考科目有哪些要求？,1
江苏省考生报考金融数学的选考科目要求？,江苏省考生报考金融数学选考科目有哪些要求？,1
福建省考生报考金融数学的选考科目要求？,福建省考生报考金融数学选考科目有哪些要求？,1
湖北省考生报考金融数学的选考科目要求？,湖北省考生报考金融数学选考科目的要求是什么？,1
湖南省考生报考金融数学的选考科目要求？,湖南省考生报考金融数学选考科目的要求是什么？,1
广东省考生报考金融数学的选考科目要求？,广东省考生报考金融数学选考科目的要求是什么？,1
重庆省考生报考金融数学的选考科目要求？,重庆市考生报考金融数学选考科目的要求是什么？,1
河北省考生报考数学与应用数学的选考科目要求？,河北省考生报考数学与应用数学选考科目的要求是什么？,1
辽宁省考生报考数学与应用数学的选考科目要求？,辽宁省考生报考数学与应用数学选考科目的要求是什么？,1
江苏省考生报考数学与应用数学的选考科目要求？,江苏省考生报考数学与应用数学选考科目的要求是什么？,1
福建省考生报考数学与应用数学的选考科目要求？,福建省考生报考数学与应用数学选考科目的要求是什么？,1
湖北省考生报考数学与应用数学的选考科目要求？,湖北省考生报考数学与应用数学选考科目的要求是什么？,1
湖南省考生报考数学与应用数学的选考科目要求？,湖南省考生报考数学与应用数学选考科目的要求是什么？,1
广东省考生报考数学与应用数学的选考科目要求？,广东省考生报考数学与应用数学选考科目的要求是什么？,1
重庆省考生报考数学与应用数学的选考科目要求？,重庆市考生报考数学与应用数学选考科目的要求是什么？,1
河北省考生报考音乐表演的选考科目要求？,河北省考生报考音乐表演的选考科目有哪些要求？,1
辽宁省考生报考音乐表演的选考科目要求？,辽宁省考生报考音乐表演选考科目有哪些要求？,1
江苏省考生报考音乐表演的选考科目要求？,江苏省考生报考音乐表演的选考科目有哪些要求？,1
福建省考生报考音乐表演的选考科目要求？,福建省考生报考音乐表演专业选考科目有哪些要求？,1
湖北省考生报考音乐表演的选考科目要求？,湖北省考生报考音乐表演的选考科目有哪些要求？,1
湖南省考生报考音乐表演的选考科目要求？,湖南考生报考音乐表演的选考科目有哪些要求？,1
广东省考生报考音乐表演的选考科目要求？,广东省考生报考音乐表演的选考科目有哪些要求？,1
重庆省考生报考音乐表演的选考科目要求？,重庆市考生报考音乐表演的选考科目有哪些要求？,1
河北省考生报考人工智能的选考科目要求？,河北省考生报考人工智能选考科目的要求是什么？,1
辽宁省考生报考人工智能的选考科目要求？,辽宁省考生报考人工智能有哪些要求？,1
江苏省考生报考人工智能的选考科目要求？,江苏省考生报考人工智能的选考科目有哪些要求？,1
福建省考生报考人工智能的选考科目要求？,福建省考生报考人工智能的选考科目有哪些要求？,1
湖北省考生报考人工智能的选考科目要求？,湖北省考生报考人工智能选考科目有哪些要求？,1
湖南省考生报考人工智能的选考科目要求？,湖南省考生报考人工智能选考科目有哪些要求？,1
广东省考生报考人工智能的选考科目要求？,广东省考生报考人工智能选考科目的要求是什么？,1
重庆省考生报考人工智能的选考科目要求？,重庆省考生报考人工智能的要求是什么？,1
就读UIC的相关费用有哪些？,在UIC学习的相关费用是多少？,1
就读UIC的学费是多少？,UIC的学费是多少？,1
UIC的住宿费是多少？,UIC的住宿费用是多少？,1
UIC设有哪些入学奖学金？,UIC提供哪些入学奖学金？,1
UIC设有哪些奖助学金？,UIC提供哪些奖学金？,1
提供哪些小语种可以学习？,有哪些语言可供学习？,1
辅修专业有单独证书吗？,辅修专业是否有单独的证书？,1
2022年非高考改革省份有哪些？,2022年的非高考改革省份有哪些？,1
2022年“3+3”新高考改革省市有？,"2022年有哪些省市会进行 ""3+3 ""新高考改革？",1
2022年“3+1+2”新高考改革省市有？,"2022年是否有省市将改革 ""3+1+2 ""新高考？",0
UIC的办学性质是什么？,UIC业务的性质是什么？,1
学校现在有多少在校生？,这所学校目前招收了多少学生？,1
UIC的全称是什么？,UIC的全名是什么？,1
北师港浸大的全称是什么？,香港浸会大学北区的全名是什么？,1
简单介绍一下UIC,UIC简介,1
UIC是什么？,什么是UIC？,1
UIC办学定位是什么？,UIC的定位是什么？,1
UIC的办学层次是什么？,UIC的运作水平如何？,0
UIC的专业有什么？,UIC的专业是什么？,1
UIC的教学质量怎么保证？,UIC的教学质量如何保证？,1
可否转专业？,我可以换专业吗？,1
怎么转专业?,我该如何改变专业？,1
依据大类专业入读的学生，将如何分流？,学生是如何根据专业被UIC录取的？,1
UIC统招本科生颁发何种毕业证书？,UIC本科生获得什么样的文凭？,1
UIC颁发的香港浸会大学的学士学位证为什么有“荣誉”二字？,为什么UIC授予的香港浸会大学学士学位上有“荣誉”二字？,1
UIC的教育模式是怎样的？,UIC的教育模式是什么？,1
博雅教育是什么？,什么是文科教育？,0
UIC的副修课程有什么？,UIC的次要课程是什么？,1
工商管理学部的副修课程有什么？,工商管理系有哪些辅修课程？,1
人文与社会科学学部的副修课程有什么？,人文社会科学学院有哪些辅修课程？,1
理工科技学部的副修课程有什么？,科学、工程和技术学院有哪些辅修课程？,1
文化与创意学部的副修课程有什么？,文化与创意研究系有哪些辅修课程？,1
国际化教育是什么？,什么是国际教育？,1
简要介绍一下英文教学,浅谈英语教育,1
简要介绍一下国际化课程,什么是国际化课程？,1
全人教育是什么？,什么是全人教育？,1
四维教育是什么？,什么是四维教育？,1
学校毕业生的深造就业情况如何？,学校毕业生的继续教育和就业情况如何？,1
苑舍的情况怎么样?,校园的情况如何？,1
学校有什么课余活动?,学校有什么课外活动？,1
学校对大一新生提供哪些辅导及个人成长帮助?,学校为新生提供什么样的辅导和个人成长帮助？,1
什么是导师关顾计划？,什么是导师关怀计划？,1
可以进行哪些出国学习？,有哪些留学项目？,1
本科招生热线是什么？,什么是本科生招生热线？,1
传真号码是什么？,传真号码是多少？,1
招生咨询邮箱是什么？,招生咨询电子邮件地址是什么？,1
学校招生办的通讯地址是什么？,学校招生办公室的邮寄地址是什么？,1
学校官网网址是什么？,这所大学的网站是什么？,1
港澳台侨联招、台湾学测考生招生咨询渠道是什么？,香港、澳门、台湾、澳门联合招生和台湾学术考试考生的招生咨询渠道是什么？,1
国际学生本科招生在哪里咨询？,我在哪里可以获得关于国际本科生入学的建议？,1
授课型研究生专业咨询方式？,教授研究生课程的咨询渠道是什么？,1
研究型硕士、博士研究生项目咨询方式？,我如何查询以研究为基础的硕士和博士项目？,1
UIC招生信息网是什么,什么是UIC招生信息网络？,1
UIC的教育理念是什么？,UIC的教育哲学是什么？,1
UIC的数据科学课程如何？,UIC的数据科学项目怎么样？,1
如果我在UIC遇到学习问题怎么办？,如果我在UIC有学习问题怎么办？,1
UIC的师资力量如何？,UIC的教员是什么？,0
UIC的学术研究情况如何？,UIC的学术研究是什么？,0
UIC的位置在哪里？,UIC位于哪里？,1
UIC的战略定位是什么？,UIC的战略地位是什么？,1
UIC的招生方式是？,UIC的招生方法是什么？,1
UIC的副修课程是什么？,UIC的次要课程是什么？,1
UIC全人教育为学生提供了什么体验？,UIC全人教育为学生提供了什么样的体验？,1
UIC文科教育的目的？,UIC文科教育的目的是什么？,1
 UIC在哪些些省(市、区)招生？,UIC在哪些省（市和区）注册？,1
在全国（除广东省外）的考生，UIC的入学要求为？,全国（广东省除外）的UIC考生的入学要求是什么？,1
在全国（除广东省外）的考生，UIC的入学英语水平要求为？,全国（广东省除外）考生的英语水平要求是什么？,1
"广东省综合评价录取模式（631）是什么？
",广东省的综合评价录取模式是什么？,1
广东省综合评价录取模式报考UIC的报名资格？,UIC招生资格综合评价招生模式是啥？,1
广东省综合评价录取模式报考UIC的录取条件？,UIC的入学要求是什么？,1
广东省综合评价录取模式报考UIC的综合成绩构成及计算方法,广东省UIC综合得分的构成和计算方法是什么？,1
应届生学业水平合格性考试成绩计算例子？,计算新生学历资格考试成绩的例子是什么？,1
高考改革前的往届生学业水平合格性考试成绩如何计算？,高考改革前，如何计算前学生的学历资格考试成绩？,1
在广东省报考UIC艺术类专业（音乐表演专业）的入学要求？,广东UIC艺术专业（音乐表演专业）的入学要求是什么？,1
在福建省报考UIC艺术类专业（音乐表演专业）的入学要求？,福建省UIC艺术专业（音乐表演专业）的入学要求是什么？,1
在湖南省报考UIC艺术类专业（音乐表演专业）的入学要求？,湖南省UIC艺术（音乐表演）项目的入学要求是什么？,1
在安徽省报考UIC艺术类专业（音乐表演专业）的入学要求？,安徽省UIC艺术（音乐表演）项目的入学要求是什么？,1
在上海市报考UIC艺术类专业（音乐表演专业）的入学要求？,UIC在上海的艺术（音乐表演）课程的入学要求是什么？,1
在浙江省报考UIC艺术类专业（音乐表演专业）的入学要求？,浙江省UIC艺术项目（音乐表演）的入学要求是什么？,1
在山东省报考UIC艺术类专业（音乐表演专业）的入学要求？,山东省UIC艺术（音乐表演）项目的入学要求是什么？,1
贵州省考生报考工商管理类的选考科目要求？,贵州省考生申请工商管理专业的入学要求是什么？,1
黑龙江省考生报考工商管理类的选考科目要求？,黑龙江省考生的入学要求是什么？,0
四川省考生报考工商管理类的选考科目要求？,四川省考生的科目要求是什么？,0
新疆考生报考工商管理类的选考科目要求？,新疆考生的科目要求是什么？,0
河南省考生报考工商管理类的选考科目要求？,河南省考生的科目要求是什么？,0
云南省考生报考工商管理类的选考科目要求？,云南省考生的科目要求是什么？,0
广西省考生报考工商管理类的选考科目要求？,广西考生工商管理专业的科目要求是什么？,1
安徽省考生报考工商管理类的选考科目要求？,安徽省考生的科目要求是什么？,0
内蒙古考生报考工商管理类的选考科目要求？,内蒙古考生的科目要求是什么？,0
江西省考生报考工商管理类的选考科目要求？,江西省考生的科目要求是什么？,0
山西省古考生报考工商管理类的选考科目要求？,山西省考生的科目要求是什么？,0
吉林省考生报考工商管理类的选考科目要求？,吉林考生的科目要求是什么？,0
甘肃省考生报考工商管理类的选考科目要求？,甘肃省考生的科目要求是什么？,0
陕西省考生报考工商管理类的选考科目要求？,陕西省考生的科目要求是什么？,0
贵州省考生报考新闻传播类的选考科目要求？,贵州省考生的新闻与传播专业要求是什么？,1
黑龙江省考生报考新闻传播类的选考科目要求？,黑龙江省考生的科目要求是什么？,0
四川省考生报考新闻传播类的选考科目要求？,四川省考生的科目要求是什么？,0
新疆考生报考新闻传播类的选考科目要求？,新疆考生的科目要求是什么？,0
河南省考生报考新闻传播类的选考科目要求？,河南省考生的科目要求是什么？,0
云南省考生报考新闻传播类的选考科目要求？,云南省考生的科目要求是什么？,0
广西省考生报考新闻传播类的选考科目要求？,广西考生的科目要求是什么？,0
安徽省考生报考新闻传播类的选考科目要求？,安徽省考生的科目要求是什么？,0
内蒙古考生报考新闻传播类的选考科目要求？,内蒙古考生的科目要求是什么？,0
江西省考生报考新闻传播类的选考科目要求？,江西省考生的科目要求是什么？,0
山西省考生报考新闻传播类的选考科目要求？,山西省考生的科目要求是什么？,0
吉林省考生报考新闻传播类的选考科目要求？,吉林省考生的科目要求是什么？,0
甘肃省考生报考新闻传播类的选考科目要求？,甘肃省考生的科目要求是什么？,0
陕西省考生报考新闻传播类的选考科目要求？,陕西省考生的科目要求是什么？,0
贵州省考生报考外国语言文学的选考科目要求？,贵州省考生选修外语和文学的科目要求是什么？,1
黑龙江省考生报外国语言文学的选考科目要求？,黑龙江省考生选修外语和文学需要哪些科目？,1
四川省考生报考外国语言文学的选考科目要求？,四川省考生的科目要求是什么？,0
新疆考生报考外国语言文学的选考科目要求？,新疆考生的科目要求是什么？,0
河南省考生报考外国语言文学的选考科目要求？,河南省考生的科目要求是什么？,0
云南省考生报考外国语言文学的选考科目要求？,云南省考生的科目要求是什么？,0
广西省考生报考外国语言文学的选考科目要求？,广西考生的科目要求是什么？,0
安徽省考生报考外国语言文学的选考科目要求？,安徽省考生的科目要求是什么？,0
内蒙古考生报考外国语言文学的选考科目要求？,内蒙古考生的科目要求是什么？,0
江西省考生报考外国语言文学的选考科目要求？,江西省考生的科目要求是什么？,0
山西省考生报考外国语言文学的选考科目要求？,山西省考生的科目要求是什么？,0
吉林省考生报考外国语言文学的选考科目要求？,吉林省考生的科目要求是什么？,0
甘肃省考生报考外国语言文学的选考科目要求？,甘肃省考生的科目要求是什么？,0
陕西省考生报考外国语言文学的选考科目要求？,陕西省考生的科目要求是什么？,0
贵州省考生报考计算机类的选考科目要求？,贵州省考生对计算机科学的学科要求是什么？,1
黑龙江省考生报计算机类的选考科目要求？,黑龙江省考生对计算机科学的学科要求是什么？,1
四川省考生报考计算机类的选考科目要求？,四川省考生的科目要求是什么？,0
新疆考生报考计算机类的选考科目要求？,新疆计算机科学专业申请人的学科要求是什么？,1
河南省考生报考计算机类的选考科目要求？,河南省计算机科学的学科要求是什么？,1
云南省考生报考计算机类的选考科目要求？,云南省计算机科学的学科要求是什么？,1
广西省考生报考计算机类的选考科目要求？,广西考生对计算机科学的学科要求是什么？,1
安徽省考生报考计算机类的选考科目要求？,安徽省计算机科学的学科要求是什么？,1
内蒙古考生报考计算机类的选考科目要求？,内蒙古考生对计算机科学的学科要求是什么？,1
江西省考生报考计算机类的选考科目要求？,江西省计算机科学专业申请人的学科要求是什么？,1
山西省考生报考计算机类的选考科目要求？,山西省考生对计算机科学的学科要求是什么？,1
吉林省考生报考计算机类的选考科目要求？,吉林省计算机科学专业申请人的学科要求是什么？,1
甘肃省考生报考计算机类的选考科目要求？,甘肃省计算机科学专业申请人的学科要求是什么？,1
陕西省考生报考计算机类的选考科目要求？,陕西省考生对计算机科学的学科要求是什么？,1
贵州省考生报考会计学的选考科目要求？,贵州省报考会计专业的考生需要哪些科目？,1
黑龙江省考生报考会计学的选考科目要求？,黑龙江省报考会计专业需要哪些科目？,1
四川省考生报考会计学的选考科目要求？,四川省报考会计的考生需要哪些科目？,1
新疆考生报考会计学的选考科目要求？,新疆考生的必修科目是什么？,0
河南省考生报考会计学的选考科目要求？,河南省考生的必修科目是什么？,0
云南省考生报考会计学的选考科目要求？,云南省报考会计的考生需要哪些科目？,1
广西省考生报考会计学的选考科目要求？,广西考生报考会计需要哪些科目？,1
安徽省考生报考会计学的选考科目要求？,安徽省考生的必修科目是什么？,0
内蒙古考生报考会计学的选考科目要求？,内蒙古考生的必修科目是什么？,0
江西省考生报考会计学的选考科目要求？,江西省报考会计专业需要哪些科目？,1
山西省考生报考会计学的选考科目要求？,山西省报考会计专业需要哪些科目？,1
吉林省考生报考会计学的选考科目要求？,吉林报考会计的必修科目是什么？,1
甘肃省考生报考会计学的选考科目要求？,甘肃省报考会计需要哪些科目？,1
陕西省考生报考会计学的选考科目要求？,陕西省报考会计专业需要哪些科目？,1
贵州省考生报考经济学的选考科目要求？,贵州省经济学的学科要求是什么？,1
黑龙江省考生报考经济学的选考科目要求？,黑龙江省经济学的学科要求是什么？,1
四川省考生报考经济学的选考科目要求？,四川省经济学的学科要求是什么？,1
新疆考生报考经济学的选考科目要求？,新疆经济学的学科要求是什么？,1
河南省考生报考经济学的选考科目要求？,河南省经济学的学科要求是什么？,1
云南省考生报考经济学的选考科目要求？,云南省经济学的学科要求是什么？,1
广西省考生报考经济学的选考科目要求？,广西经济学的学科要求是什么？,1
安徽省考生报考经济学的选考科目要求？,安徽省经济学的学科要求是什么？,1
